#framenum,queue density
1,0.0361842
2,0.0460526
3,0.0509868
4,0.0657895
5,0.0394737
6,0.0559211
7,0.0575658
8,0.0559211
9,0.0476974
10,0.0444079
11,0.0526316
12,0.0526316
13,0.0542763
14,0.0361842
15,0.0361842
16,0.0394737
17,0.0444079
18,0.0575658
19,0.0756579
20,0.0789474
21,0.0723684
22,0.0674342
23,0.0674342
24,0.0723684
25,0.0773026
26,0.0690789
27,0.0690789
28,0.0740132
29,0.0707237
30,0.0674342
31,0.0953947
32,0.0773026
33,0.0674342
34,0.139803
35,0.0690789
36,0.115132
37,0.0953947
38,0.0953947
39,0.125
40,0.09375
41,0.0970395
42,0.09375
43,0.0921053
44,0.0789474
45,0.0838816
46,0.0822368
47,0.0838816
48,0.0838816
49,0.0773026
50,0.0904605
51,0.0822368
52,0.0921053
53,0.0921053
54,0.0904605
55,0.0822368
56,0.0805921
57,0.0723684
58,0.0657895
59,0.0674342
60,0.0707237
61,0.0805921
62,0.0855263
63,0.0773026
64,0.0723684
65,0.0657895
66,0.0641447
67,0.0641447
68,0.0641447
69,0.0822368
70,0.0657895
71,0.0674342
72,0.0674342
73,0.0723684
74,0.0789474
75,0.0641447
76,0.0690789
77,0.0723684
78,0.0674342
79,0.0657895
80,0.0740132
81,0.0740132
82,0.0888158
83,0.0822368
84,0.0888158
85,0.100329
86,0.111842
87,0.111842
88,0.120066
89,0.120066
90,0.148026
91,0.174342
92,0.157895
93,0.166118
94,0.162829
95,0.161184
96,0.167763
97,0.169408
98,0.154605
99,0.172697
100,0.192434
101,0.143092
102,0.129934
103,0.151316
104,0.184211
105,0.217105
106,0.220395
107,0.355263
108,0.246711
109,0.263158
110,0.310855
111,0.333882
112,0.268092
113,0.208882
114,0.189145
115,0.248355
116,0.251645
117,0.338816
118,0.259868
119,0.282895
120,0.328947
121,0.348684
122,0.360197
123,0.424342
124,0.40625
125,0.485197
126,0.488487
127,0.516447
128,0.518092
129,0.516447
130,0.496711
131,0.503289
132,0.506579
133,0.490132
134,0.503289
135,0.527961
136,0.527961
137,0.5
138,0.527961
139,0.519737
140,0.490132
141,0.501645
142,0.495066
143,0.493421
144,0.496711
145,0.516447
146,0.529605
147,0.516447
148,0.514803
149,0.537829
150,0.493421
151,0.490132
152,0.495066
153,0.493421
154,0.506579
155,0.513158
156,0.513158
157,0.544408
158,0.549342
159,0.542763
160,0.537829
161,0.532895
162,0.523026
163,0.519737
164,0.529605
165,0.53125
166,0.53125
167,0.53125
168,0.526316
169,0.527961
170,0.575658
171,0.536184
172,0.536184
173,0.532895
174,0.527961
175,0.546053
176,0.529605
177,0.524671
178,0.532895
179,0.534539
180,0.532895
181,0.534539
182,0.527961
183,0.527961
184,0.529605
185,0.527961
186,0.524671
187,0.53125
188,0.534539
189,0.546053
190,0.524671
191,0.523026
192,0.552632
193,0.529605
194,0.53125
195,0.511513
196,0.511513
197,0.513158
198,0.513158
199,0.541118
200,0.559211
201,0.529605
202,0.532895
203,0.511513
204,0.509868
205,0.519737
206,0.524671
207,0.523026
208,0.526316
209,0.511513
210,0.527961
211,0.53125
212,0.532895
213,0.521382
214,0.524671
215,0.534539
216,0.53125
217,0.53125
