#framenum,queue density
1,0.0632386
2,0.0756223
3,0.0928464
4,0.0959894
5,0.0966181
6,0.102841
7,0.110762
8,0.112019
9,0.10611
10,0.103973
11,0.100075
12,0.101018
13,0.102967
14,0.10259
15,0.101836
16,0.107053
17,0.115036
18,0.1283
19,0.136724
20,0.133015
21,0.12918
22,0.140998
23,0.151308
24,0.161868
25,0.149422
26,0.15093
27,0.145839
28,0.149736
29,0.145713
30,0.150239
31,0.142947
32,0.142067
33,0.142381
34,0.139741
35,0.137855
36,0.131506
37,0.133581
38,0.131506
39,0.13226
40,0.133518
41,0.135655
42,0.13006
43,0.13226
44,0.132386
45,0.13993
46,0.130752
47,0.132135
48,0.132009
49,0.124466
50,0.12566
51,0.124591
52,0.124089
53,0.125534
54,0.12346
55,0.124089
56,0.124026
57,0.126917
58,0.126163
59,0.127294
60,0.130815
61,0.132701
62,0.132323
63,0.133455
64,0.136472
65,0.126352
66,0.129997
67,0.130626
68,0.127986
69,0.131569
70,0.130878
71,0.130249
72,0.131003
73,0.131506
74,0.132198
75,0.133706
76,0.135592
77,0.133706
78,0.135529
79,0.142758
80,0.143576
81,0.141815
82,0.144833
83,0.151748
84,0.178401
85,0.190344
86,0.200025
87,0.214483
88,0.235856
89,0.245977
90,0.235228
91,0.252766
92,0.260058
93,0.255469
94,0.267413
95,0.261001
96,0.263012
97,0.284385
98,0.29218
99,0.279419
100,0.271184
101,0.282374
102,0.316256
103,0.336812
104,0.341966
105,0.363716
106,0.370945
107,0.382763
108,0.401999
109,0.404639
110,0.381192
111,0.378426
112,0.360133
113,0.431607
114,0.440659
115,0.413503
116,0.425258
117,0.445185
118,0.455746
119,0.47517
120,0.523196
121,0.54394
122,0.555192
123,0.614848
124,0.615099
125,0.589515
126,0.618997
127,0.610573
128,0.596555
129,0.619185
130,0.62258
131,0.626854
132,0.634775
133,0.633832
134,0.633895
135,0.63226
136,0.632009
137,0.631632
138,0.614156
139,0.611831
140,0.632701
141,0.635215
142,0.612522
143,0.614911
144,0.608436
145,0.617174
146,0.621637
147,0.622643
148,0.615854
149,0.64433
150,0.666834
151,0.660297
152,0.662497
153,0.660548
154,0.667966
155,0.678589
156,0.686007
157,0.689276
158,0.68695
159,0.676138
160,0.6652
161,0.644016
162,0.628552
163,0.627797
164,0.637541
165,0.674252
166,0.679532
167,0.683995
168,0.696065
169,0.695751
170,0.668532
171,0.699648
172,0.696191
173,0.672178
174,0.696065
175,0.675006
176,0.677018
177,0.694808
178,0.69355
179,0.695625
180,0.695939
181,0.697259
182,0.675886
183,0.681921
184,0.680098
185,0.676326
186,0.69399
187,0.687076
188,0.688333
189,0.688207
190,0.68651
191,0.673246
192,0.696819
193,0.69399
194,0.695185
195,0.696442
196,0.670292
197,0.647599
198,0.671046
199,0.651936
200,0.681481
201,0.669663
202,0.692167
203,0.676264
204,0.676201
205,0.655394
206,0.677961
207,0.684813
208,0.68827
209,0.675886
210,0.677835
211,0.678841
212,0.656651
213,0.692105
214,0.693299
215,0.691665
216,0.679909
217,0.655645
218,0.684436
219,0.684247
220,0.690282
221,0.687579
222,0.692356
223,0.677269
224,0.676138
225,0.675383
226,0.674503
227,0.682487
228,0.681984
229,0.685756
230,0.685567
231,0.688019
232,0.688396
233,0.655331
234,0.659165
235,0.678464
236,0.679407
237,0.688773
238,0.697008
239,0.692796
240,0.700402
241,0.707883
242,0.698956
243,0.678778
244,0.678338
245,0.678086
246,0.681041
247,0.680727
248,0.692105
249,0.689716
