#framenum,queue density
1,0.0939557
2,0.112417
3,0.126085
4,0.12743
5,0.127375
6,0.13678
7,0.144308
8,0.14343
9,0.14283
10,0.137148
11,0.134283
12,0.130631
13,0.134738
14,0.136302
15,0.13544
16,0.139476
17,0.147494
18,0.161139
19,0.172542
20,0.168706
21,0.166162
22,0.171813
23,0.182257
24,0.191764
25,0.194522
26,0.194883
27,0.190008
28,0.191387
29,0.188346
30,0.188233
31,0.187669
32,0.181277
33,0.185948
34,0.174404
35,0.173635
36,0.17016
37,0.173181
38,0.171472
39,0.173036
40,0.169548
41,0.17188
42,0.17023
43,0.170375
44,0.170214
45,0.169776
46,0.17121
47,0.171288
48,0.172397
49,0.167738
50,0.164665
51,0.167083
52,0.166711
53,0.168627
54,0.168224
55,0.165853
56,0.164579
57,0.166523
58,0.168721
59,0.167942
60,0.165457
61,0.165771
62,0.165833
63,0.16784
64,0.190463
65,0.16867
66,0.167366
67,0.167185
68,0.169125
69,0.172699
70,0.1761
71,0.196043
72,0.174027
73,0.175368
74,0.17583
75,0.177158
76,0.17614
77,0.193997
78,0.17853
79,0.205217
80,0.187343
81,0.191321
82,0.2143
83,0.221095
84,0.222961
85,0.23592
86,0.252547
87,0.272211
88,0.290551
89,0.299341
90,0.297852
91,0.304326
92,0.32272
93,0.322908
94,0.32399
95,0.322203
96,0.317163
97,0.319981
98,0.321611
99,0.316493
100,0.316568
101,0.325303
102,0.355575
103,0.378249
104,0.389966
105,0.40343
106,0.418494
107,0.424149
108,0.41871
109,0.423056
110,0.418929
111,0.406236
112,0.403744
113,0.416644
114,0.413925
115,0.411589
116,0.433409
117,0.453951
118,0.468917
119,0.488589
120,0.5295
121,0.552049
122,0.561599
123,0.58122
124,0.614361
125,0.600692
126,0.602608
127,0.608122
128,0.625027
129,0.624867
130,0.685113
131,0.686003
132,0.684878
133,0.68212
134,0.643614
135,0.642576
136,0.644935
137,0.645279
138,0.665336
139,0.66079
140,0.636842
141,0.637336
142,0.64026
143,0.64102
144,0.641659
145,0.625658
146,0.630584
147,0.630823
148,0.634378
149,0.631776
