#framenum,queue density
1,0.0934131
2,0.112027
3,0.125342
4,0.126385
5,0.126391
6,0.136056
7,0.143258
8,0.143468
9,0.140261
10,0.136677
11,0.133089
12,0.130001
13,0.133722
14,0.135955
15,0.132216
16,0.138443
17,0.146673
18,0.160362
19,0.171758
20,0.167873
21,0.165089
22,0.17057
23,0.180773
24,0.190251
25,0.193535
26,0.194077
27,0.189463
28,0.188697
29,0.185496
30,0.187065
31,0.186119
32,0.178968
33,0.183193
34,0.173031
35,0.173282
36,0.169739
37,0.172792
38,0.171242
39,0.172199
40,0.169429
41,0.169594
42,0.168668
43,0.169837
44,0.169767
45,0.169476
46,0.170834
47,0.170265
48,0.172027
49,0.167267
50,0.164355
51,0.166682
52,0.166537
53,0.168468
54,0.167734
55,0.165807
56,0.164587
57,0.166425
58,0.168288
59,0.167465
60,0.164838
61,0.165274
62,0.165454
63,0.167349
64,0.170802
65,0.168664
66,0.167863
67,0.166247
68,0.168181
69,0.172259
70,0.175523
71,0.176797
72,0.173492
73,0.174835
74,0.175236
75,0.1765
76,0.175194
77,0.174064
78,0.177889
79,0.185378
80,0.186917
81,0.190898
82,0.194869
83,0.201741
84,0.222318
85,0.235609
86,0.251821
87,0.270478
88,0.295829
89,0.306158
90,0.303851
91,0.310231
92,0.311421
93,0.310528
94,0.311105
95,0.307009
96,0.304565
97,0.306897
98,0.307088
99,0.303121
100,0.301178
101,0.307219
102,0.339134
103,0.362146
104,0.372136
105,0.38955
106,0.405542
107,0.401611
108,0.410722
109,0.411123
110,0.422749
111,0.423935
112,0.42441
113,0.414985
114,0.415796
115,0.416617
116,0.431417
117,0.446567
118,0.463016
119,0.483814
120,0.524944
121,0.531814
122,0.552267
123,0.575058
124,0.578221
125,0.590234
126,0.580733
127,0.60127
128,0.606217
129,0.607587
130,0.617315
131,0.621207
132,0.623237
133,0.623824
134,0.623715
135,0.623592
136,0.625838
137,0.62529
138,0.647392
139,0.638639
140,0.608342
141,0.613314
142,0.61452
143,0.610343
144,0.609657
145,0.61533
146,0.620465
147,0.618706
148,0.620452
149,0.618956
150,0.627745
151,0.632845
152,0.633212
153,0.635267
154,0.639608
155,0.639349
156,0.641206
157,0.640876
158,0.638842
159,0.639567
160,0.635879
161,0.632793
162,0.62859
163,0.626526
164,0.642596
165,0.651625
166,0.665659
167,0.670157
168,0.67125
169,0.672282
170,0.669927
171,0.667822
172,0.668913
173,0.669109
174,0.667329
175,0.669258
176,0.676023
177,0.666687
178,0.668546
179,0.668285
180,0.666896
181,0.669773
182,0.665972
183,0.666913
184,0.66774
185,0.668115
186,0.668444
